id,label,text
1421,14786237 15697082 14722731 14924977,15706282 15636660 15706241 14847916 50 51 62 63 48 50 51 50 49 49 63 49 63 48 14852794 14720387
1422,14847385 14844587 14848641 14847398,14856068 14856068 14925237 14925237 14786237 15697082 15706282 15636660 88 112 110 105 99 104 112 116 14856068 14856068 14925237 14925237 14786237 15697082 15706297 14854021
1423,14783134 15697333 14854817 14925479,104 116 106 102 105 115 111 114 116 15638402 15706300 15710888 14924977
1424,14924216 14781104 14717848 14791612,14846610 15706250 14846093 14924172 14846114 14846102 15636660 88 110 104 116 14854334 14846610 15706250 14846093 14924172 14846114 15710364 15705739 14850991 14728632 15706282 15636660 14849935 14782359
1425,14856354 14844592,15706536 15639705 14858412 15706300 14925216 14849158 14854557 14925454 15252381 14785422 14794670 14859681 14720387 14782848 14854800 15706282 15636660 14785424 15706300 14851759 14854565 14782384 14788542 14781097 15696045 14856374 14720387 14782848 14724263 15639689 14788539 14726844 14850444 15252363 15632270 14781614 14720191 14859667 14720387 14785424 15706300 14790566 14785208 15252363 15697803 14925703 14925741 15639689 14788539 14854334 14849716 14720387 14785424 15706300 14790566 14785208 14717878 14925703 14925708 14925710 14714302 14728323 14782359 15252381 15630986 15636660 14849695 44 15697035 14786216 14925463 44 15706282 15632280 58 14851005 14786216 14846865 14785424 15706300
1426,15630486 15702410 14718849 15709093,14854528 15645086 88 102 105 99 117 104 110 99 14854565 14782384 14849930 14721207 15252381 14854528 15645086 15706534 14723472 14785469 15632285 14923942 14721174 14781831 15252367 14790838 14850996 15252366 14785422 15638167 14844587 14846143 15697555 14728347 14925245 15252381 39 39 15701668 15705234 14925751 14717874 14854807 15631785 14924977 15252381 84 108 126 41 99 104 105 96 71 126 114 107 104 105 96 41 100 104 106 14848641 14847398 15252381 39 39 39 39 14785161 14858672 14858923
1427,14783134 15697333 14854817 14925479,14792334 14854800 15710891 14781627 15636660 88 102 105 99 117 104 110 99 14792334 14854800 15710891 14781627 15636660 14786472 14925703 14789561 14858113 14792334 14854800 15710891 14781093 14844093 14854334 14859667 14781627 15636660 14720387 14856354 14844592 14859667 14717871 14976901 14788755 14852485 15252381 39 14720191 14780314 14924731 14791344 14790838 15252363 14782624 14925196 14852485 14853038 15710363 14976901 39 14854334 14859667 14720387 14781627 15636660 14786472 15252381 39 14779572 47 127 110 56 105 96 46 39 14780314 47 116 50092 43 116 50054 110 46 39 14924731 47 116 50347 43 116 111 50347 46 39 14791344 47 111 56 110 46 39 14790838 47 116 111 50068 105 46 39 15252363 14782624 47 109 110 50366 46 39 14925196 47 116 111 50347 46 39 14852485 47 117 50365 46 39 14853038 47 115 110 50054 105 46 39 15710363 47 126 114 56 105 46 39 14976901
1428,14782903 15634620 15638402 15706300,15632285 14722950 14786237 14779040 15634607 14859664 14854553 14924436 14859664 14924701 14849695 15701922 15635335 14854565 14782384 14724264 14723494 14718849 15710888 14924977
1429,14856354 14844592,14790844 14726836 15709098 14716590 14790844 14726836 15709098 14716590 14848641 14850185
1430,14924216 14781104 14717848 14791612,14925442 14924723 88 102 105 99 117 104 110 99 14925703 14925741 14850991 14728632 15697549 14853038 14854563 14925219 14846092 15710888 14924977
1431,14924216 14781104 14717848 14791612,14791344 14923942 15640254 14720169 14846341 14848641 14782367 14717602 14849935 14924443 15631535 14791344 14923942 14846341 14848641 15252363 14782903 14717876 15706288 14925703 14925741 102 119 119 110 99 15252363 14717871 14925193 14782903 14720387 14785469 14850444 14925709 14859143 15632285 14925725 14847398 14924472 14717871
1432,14856354 14844592,14925738 15631785 14780602 14781842 88 102 105 99 117 104 110 99 88 14925703 14789561 14716590 14791302 14726844 102 119 119
1433,15630486 15702410 14718849 15709093,14925227 14925723 15638402 15706300 88 110 72 84 14925227 14925723 15638402 15706300 14854565 14782384 14724264 15252363 14717878 14925227 14925723 14845881 14847388 14780847 14844093 15252363 14846120 14924962 14850991 70 105 99 117 104 110 99 14976902 110 87 111 104 105 98 14976902 110 87 102 99 14976902 80 110 105 99 104 112 116 39 87 68 14723726 15706553 14852992 14925709 14924472 14717871 14976901 14720169 14847626 14856373 14781602 14785422 53 55 14925696 14721162 14924962 14925709 14720387 14789284 14716559 14717874 14854807 14925473 15252363 14782631 15706557 14786472 14785157 14858384 14976902 14858120 15706291 14976902 14782848 14854817 14976902 14728328 14723494 14847414 14858384 14976902 15710367 14786472 14727830 14728347 14717570 15635335 14858120 15706291 15252363 14726585 14849158 14844554 15709118 14925473 15252363 14779823 15631546 14846120 14924962 14850991 14925227 14925723 15638402 15706300 14854565 14782384 14724264 14925228 14846096 15710908 14785209 15638402 15706300 14976901 14779823 15710367 14846120 14924962 14924472 14717871 14925227 14925723 15638402 15706300 14780847 14844093 14720387 14717570 15706300 81 78 87 14785418 14847398 15252363 15632270 14781614 14853021 15710649 54 55 55 55 14785451 14717874 14854807 14925473 15710364 15705739 15638402 15706300 15252363 54 14847873 15635894 15706300 54 14785451 14925473 15252363 14924937 14789283 14716854 14925709 15638402 15706300 14976901 14925756 15704454 14847384 15697082 15252381 39 15044744 39 14791344 15630472 14789284 14716559 14851257 14925473 14976902 14727830 14728347 14858120 15706291 15252363 14924703 15709103 14720387 15638402 15706300 15640242 15637157 14860193 14728350 14779823 15641759 15709103 15630472 15638402 15706300 14779288 14846096 14976901 39 15044744 39 14783400 14781318 14925731 14721162 14727830 14728347 15638402 15706300 14790566 14859144 15252381 14721468 14728632 15638402 15706300 14976902 15697555 14727830 15638402 15706300 15252363 14924988 14779823 15632270 14781614 14976901 39 15044744 39 14782631 14923942 14780072 14859960 14849677 14780847 15632262 15252363 14925757 14779823 14847900 15632295 14854542 15637150 14779278 14779809 14720387 15638402 15706300 14924436 15641995 14976901 39 15044744 39 14786237 15697082 14924216 14781104 14783626 14924443 15252363 15710908 14785209 14925709 14782092 14976901 15044744 39 14925703 14925741 15709089 14846128 14853021 14728335 14724264 14924472 14717871 15252363 14782631 15638167 14789542 14925708 15710906 15252363 15706542 14779823 15637896 14782641 15637896 14850999 15710361 14728362 15638402 15706300 14976901 15044744 39 14850991 14925227 14925723 14925709 15709098 14925495 14720387 14717874 14854807 14925473 14846120 14924962 14854815 14845359 14850991 14925206 14724264 15252363 14925706 14858370 14781570 14858372 14925733 14853046 14976902 15706280 14847911 14723726 14779272 14853009 14779522 14844338 14844093 14715319 14976901
1434,15630486 15702410 14718849 15709093,81 66 73 78 83 70 95 78 88 70 73 67 85 72 78 67 14846143 14785469 14724264 15706282 15636660 14783914 14781858 14847384 15697082 15252363 14925471 14854565 14724264 15706282 15636660 14783914 14781858 14847384 15697082
1435,14786237 15697082 14722731 14924977,14925463 15632275 14846143 14785469 14724264 94 70 14780567 14924188 14785422 14845624 14844093 14721176 15710881 14846124 15710881 14785418 14847398 14976902 14924964 15642297 14785418 14847398 14976902 14844093 14721176 15710881 14717871 14854334 15706549 14785469 14721176 15708806 14785418 14847398
1436,14856354 14844592,70 107 110 113 98 99 98 115 98 115 110 104 105 14717848 14791612 14720387 14925703 15631535 14847873
1437,14782903 15634620 15638402 15706300,105 112 102 126 88 119 104 112 98 117 88 119 107 100 15632285 14923942 14925738 14924472 14717871 15706282 15636660 15706241 14847916 14781831 14785448 15252363 14717871 14925193 15706241 14847916 14854565 14782384 15706291 14720387 14844290 14854590
1438,14786237 15697082 14722731 14924977,68 53 88 72 105 107 110 105 98 88 70 105 99 117 104 110 99 15703709 14781592 14715319 14854553 15697549 14853038 14785469 14851759 14925245
1439,14924216 14781104 14717848 14791612,14858120 14854817 14854554 14789284 14859144 14716559 42 110 72 84 14844591 14851258 14785415 14925716 14925725 14720387 14858120 14854817 14783134 15697333 15710888 14924977 15252363 15637157 14849942 51 42 54 53 14857606 14854830 14854807 14854577 15635128 15252363 14858120 14854817 14783134 14785175 14844591 15704228 15252363 14788744 14782626 14849931 14789282 15708580 14849716 14728324 14925479 15252363 14845597 15639967 15710367 15697082 14844554 15709118 14781093 14852753 14849158 15252363 15708849 14726048 14860193 14779823 14720387 14854830 14854807 14785186 14924436 15641995 14925706 14925703 14788528 14720387 14854817 14925479 14925463 15708580 15252358 14976919 14925216 14849158 14716606 14714302 14976918 54 41 14858120 14854817 14783134 14785175 14844591 15704228 15252363 14788744 14782626 14849931 14789282 15708580 14849716 14728324 14925479 15252363 14846850 14849964 15706282 14782848 14976902 14783159 14854817 14976902 15699126 15706282 14976902 14721174 14781831 14723726 14721174 14720169 53 41 14854817 14925479 15704193 15639958 14976902 14849963 14844318 14976902 14846116 14723472 14976902 14849931 14854817 87 76 14723726 14853021 14721162 15708580 14849716 14854817 14925479 14847384 15697082 52 41 14844856 14789259 14976902 14847407 14717884 14976902 14724258 15706266 14976902 14782359 15706282 14783106 14925196 14723726 14791344 15630472 15697333 14844856 14844290 14854590 51 41 14925751 14854283 14853021 14858926 14720387 14854577 15635128 14721977 14846909 15252363 14782087 14850991 14850999 14846909 14846592 14854817 15708803 15706536 14854553 14782641 14780847 15632262 14976919 14717871 14782384 14858372 14853303 14976918 71 14779293 14925463 14717579 15252381 14854830 14854807 14788744 14853038 15631546 14849970 14719623 15704454 14717871 14852794 14854577 15635128 14845597 14728324 14925479 15252363 14852794 14845064 14924945 15708557 14785186 15708557 14716854 14854817 14925479 14925185 15252363 14780348 14788755 15697798 14715310 14794687 14782344 14852794 15252358 15708825 39 39 15252358 71 14724260 14713777 14852495 14852495 15252381 14852794 14717871 14720387 15710888 14924977 15252363 14854334 14854830 14854807 14785422 14860201 14847406 39 14976901 71 14784679 14790059 14792326 14720387 14852495 14852495 15252381 15637145 14860223 15632261 14849935 14854830 14854807 14924472 14717871 14720387 14854817 14925479 15710888 14924977 15252358 71 14785936 14786456 14858120 14854807 15252381 14852788 14844856 14925703 14785422 14724797 14858166 15704454 14781624 14782092 14785469 15252363 14845597 14846116 14723472 14715276 15252363 15706291 15704454 14720387 14925185 15630486 14860166 14781093 14721979 14716590 15252363 14847399 14792126 15252358 71 14925758 14852521 14859696 15252381 14782631 14779272 14925738 15704198 14847927 15252363 15706258 14719623 14925708 15710906 14925185 15704228 15252363 14858639 14852794 15252363 14860201 14847406 14854577 15635128 14854830 14854807 14844598 14849931 15710364 14789282 14976901 15637145 14860223 14852794 39 71 69 98 100 108 126 88 75 104 15252381 14853024 14853024 14720387 14780567 14846592 14925185 14858120 14854830 14720387 14846116 14723472 15697082 14847388 15252358 71 65 102 105 99 126 48 63 15252381 14854334 14925193 14925706 14728328 14860223 14924443 15638189 14720387 14854577 15635128 15252363 14854334 14925193 14714302 14853043 14782600 14854577 15635128 14785186 15706291 14786472 15637145 14860223 14852794 14717871 14720387 14856354 14844592 15252363 14783119 14784923 14852794 15252363 14858120 14854830 14844595 15696051 15641759 14976901
1440,14783134 15697333 14854817 14925479,14782367 14782608 14925756 14783914 14856354 14844592 14782367 14782608 14859956 14846135 14720387 14854559 14782910 14925756 14783914 14856354 14844592
1441,15632285 15706536 14721977 14925219,15710358 15631804 14854554 14858412 15632277 14849695 15635855 14854334 14721977 14846909 14858412 15632277 14849695 14859143 14846102 14720387 14925703 14789561 14856354 14844592 14726844 102 119 119 15252363 14847388 14850991 14780567 15641759 14781842 15632277 15252363 14846097 14924977 14723726 14783119 14715264 15252363 14780567 15641759 14858412 15632277 14849695 14783119 14715264 14976901
1442,14794687 14782344,69 98 98 101 102 87 107 102 126 88 75 110 105 114 127 14925703 14789561 15636660 14925463 14780832 14847921 15710888 14924977 14720387 14785418 14847398 14724264 14976901
1443,14783134 15697333 14854817 14925479,15708828 14788539 14854331 15699885 15706282 15636660 14847406 14718849 15252367 70 105 99 117 104 110 99 15252366 14849929 15705218 15710881 14785469 14792378 15710881 15706282 15636660 14847406 14718849 15640254 14720169
1444,14783134 15697333 14854817 14925479,14785469 14851759 14925245 76 14849723 14846124 14925738 14858372
1445,14783134 15697333 14854817 14925479,14849935 14786452 14780834 15632262 14846143 14785469 14724264 14849935 14786452 14780834 15632262 14846143 14785469 14724264
1446,14856354 14844592,74 104 101 110 107 98 85 104 101 104 115 88 102 105 99 117 104 110 99 15710359 15701922 14848641 14785469 14851759 14925245
1447,14782903 15634620 15638402 15706300,14716854 15637896 15705739 14854331 15699885 14854331 15699885 15710888 14924977
1448,14783134 15697333 14854817 14925479,114 116 115 100 88 117 104 101 104 115 15697549 14853038 14785469 14851759 14925245
1449,15630486 15702410 14718849 15709093,14783409 15709118 14724264 88 102 105 99 117 104 110 99 14925757 14859960 14853024 14720387 15708328 15710654 14783409 15709118 14849695 14780567 14924188 14786237 15697082 14846865 14720387 14785418 14847398 15252363 14780567 15641759 14844593 14856354 14924443 14783119 14715264
1450,14783134 15697333 14854817 14925479,51 64 14791304 15704207 14851759 14782092 14785469 14727830 15640242 14976902 80 98 101 14727830 15640242 14791304 15704207 15252363 14791344 15630472 14923942 14780072 14784411 14726053 14976901
1451,14844093 15705739 14854331 15699885,64 97 110 115 88 110 72 84 64 97 110 115 14786237 15697082 15708310 14789282 14785469 15252363 15632285 15710336 15701146 14716574 15710361 14780834 14786237 15697082 14782092 14785469 15252363 14846120 14854553 14715319 14781326 14713504 14925741 14780320 14846865 14854557 14847921 15708310 14789282 15706534 14847893 15252363 15696045 14847407 14924186 14713504 15706534 14847893 14844290 14854590 14780832 14847921 15632280 14859681 14849419 15699333 14852744 15252363 15706542 15708310 14789282 15697794 14785422 14925185 14785715 14721174 14854817 14785422 14859656 14720387 15706538 14728324 14976901 14847384 15697082 14924940 14728330 15252381 42 39 15701146 14716574 15710361 14780834 15708310 14789282 14785469 15252363 15708310 14789282 14783159 14781097 14854553 14782641 14849931 14789282 15696052 14925206 14724264 42 39 14925741 14780320 14846865 15708310 14789282 15706534 14847893 15252363 14849931 14789282 14847927 15708310 14789282 14785469 15252363 15696045 14847407 14782112 15705739 42 39 15708310 14789282 15706551 14858898 14728344 15706534 15252363 14788744 14925703 14789542 15702930 14846111 15631546 14845597 14847927 14794626 14786231 14846120 15704198 42 39 15708310 14789282 14728340 14784923 14847873 14925228 15252363 14844298 14925464 14925706 14786472 14854819 14846610 14925703 14925741 14925245 14850991 14782367 14782864 42 39 15708310 14846092 14782359 14728366 14780821 15705739 15252363 14849419 14847139 14852748 14720387 14925703 15708848 14782090 15697082 14846111 14858640 14847139 14852748 42 39 14782359 14858166 14847116 14724263 15252363 14852753 14847414 14924455 14720387 14788744 14925703 14789542 15710359 14847407 14782359 14858166 42 39 14721192 14847873 15708835 15709825 15252363 14788744 14789542 15710359 14847407 14782353 15698352 14858640 14782359 14858166 15631546 14924701 14785422 14721192 14847873 42 39 15708310 15630472 14723726 14728608 15252363 14924455 14720387 14850717 14781318 14924701 15706542 14924455 14720387 14723726 14728608 15632279 14794647 14780567 14846592
1452,14847385 14844587 14848641 14847398,14925738 14721174 14846621 14791863 15706282 15636660 14847406 14718849 15252367 70 105 99 117 104 110 99 15252366 14925738 14721174 14846621 14791863 14783625 14779288 15710881 14785469 14976901
1453,14924216 14781104 14717848 14791612,14924678 14923942 14847385 15711660 14924986 15641995 15706246 88 110 104 116 14924678 14923942 14847385 15711660 14924986 15641995 15706246 88 110 104 116 14780834 14846116 14925245 15252381 14852765 14791344 14859690
1454,14786237 15697082 14722731 14924977,14858120 14924703 15706282 15636660 14785469 14851759 14925245 14925716 14791855 14844591 14780072 14786237 15697082 14717848 14780294 39 43 39 14923908 14847388 14924678 14925725 14786237 15697082 14846592 14728608 15252363 14844591 15637157 14780567 14846592 14786237 15697082 15706282 15636660 14785418 14847398
1455,14847385 14844587 14848641 14847398,14852028 14849167 14713229 80 66 69 14786237 15697082 14782638 14783134 14785469 14851759 14925245
1456,14786237 15697082 14722731 14924977,14859143 14858372 15706557 14850716 14859143 14858372 15706557 14850716 70 87 87 14859667 14717871 39 15706282 15636660 15706241 14847916
1457,14847385 14844587 14848641 14847398,111 114 104 107 104 105 96 88 78 72 84 14854830 14854807 14924971 14846120 14924962 14717871 14789283 14859667 14717871 15710908 14785209 14850999 14924937 14853043 14854817 15699126 15706282 14976901
1458,14782903 15634620 15638402 15706300,116 106 102 117 115 113 104 110 100 98 54 14785469 14851759 14925245 15697082 14853016 14789284 14860223 14925705 14925245 14925219 14791302 15252363 15697082 14853016 15710364 15705739 86 70 14851225 14723731
1459,14924216 14781104 14717848 14791612,115 98 116 115 42 15706282 15636660 15706241 14847916 15706282 15636660 15706241 14847916 14847384 15697082 14791308 15706258
1460,14924216 14781104 14717848 14791612,79 110 96 111 65 110 113 98 15699126 15706282 14854817 14925479
1461,14924216 14781104 14717848 14791612,94 94 84 69 15706282 15636660 15706241 14847916 88 54 53 94 94 84 69 15706282 15636660 15706241 14847916 88 54 53
1462,14844093 15705739 14854331 15699885,14717874 15704193 14859960 14849677 14728350 14844587 14925219 15710881 14851005 14724254 14717871 14720387
1463,14924216 14781104 14717848 14791612,63 14854554 14788235 15637157 14784411 14726053 15706274 14859667 14717871 14786472 14850991 14854542 14846612 14788235 15637157 14925709 14720387 14791337 14847407 14859667 14717871 15252363 14717871 14782384 14846120 14720179 14780834 15632285 15710336 15706282 15636660 15706241 14847916 15706291 14844093 14844596 15635369 15706250 15252363 14713777 14849929 14720179 14780834 15710364 15705739 14925205 15697555 14727830 14784411 14726053 14976901
1464,14847385 14844587 14848641 14847398,14720697 14728628 14844587 14846143 42 102 105 99 117 104 110 99 14859956 14846135 14720697 14728628 14844587 14846143 42 102 105 99 117 104 110 99 14859956 14846135 42 15706258 14717871
1465,14782903 15634620 15638402 15706300,15639210 14851237 14780837 14925473 88 110 72 84 15639210 14851237 14780837 14925473 14786472 14925703 14789561 14850991 14728632 14858120 15706291 15638402 15706300 14784411 14726053 14791304 15704207 14851759 15252363 14780567 14924188 14850991 14728632 14727830 14728347 14784411 14726053 14849419 14844039 14846865 15638402 15706300 14847384 15697082 14976901 14925706 14924930 14844592 14852992 14720387 14924711 14728344 14925709 14925708 14724263 15252363 14720169 14858898 15252363 15638402 15706300 14850237 14785451 15706553 14727849 14853009 15252363 15710367 14780567 14924188 14925185 14781093 14794135 15252363 14728084 14854815 15252363 14849963 14925473 14849419 14783914 14783417 14847384 15697082 15252380 15696051 14847388 14925193 14780567 14924188 14717871 14782384 14785715 14852794 14720387 15638402 15706300 14715304 14853508 14976901
1466,14786237 15697082 14722731 14924977,14786237 15697082 14854577 14857858 14728335 14724264 14785469 14851759 14925245 14925756 15704454 14859667 14717871 14925193 14786237 15697082 14854577 14857858 14780832 14847921 14728335 14724264 15252363 14847407 14847407 14852019 14856371 14846644 14846120 14780811 14780832 14925703 14847872 14786237 15697082 14854577 14717874
1467,15632285 15706536 14721977 14925219,112 98 110 107 102 88 102 105 99 117 104 110 99 14858665 14848384 15252381 14859143 14849960 14844591 14718852 14782631 15708314 14721468 14854334 15706549 14858665 14848384 15252381 14851258 14844290 15638929 14789561 14786237 15697082 15701146 14716574 14854334 15706549 15252363 14925703 14785469 14853021 14717871 15252367 14854334 15706549 14785469 44 14782126 15636660 14851759 44 15701146 14716574 15636660 14723510 15252366 15252363 14782631 15708314 14721468 15638167 14847921 14976902 15696045 14717878 14728323 14727587 14976902 14783400 14781318 14846610 14849723 15252363 14923930 14854273 14720697 14847873 14720697 15252358
1468,14856354 14844592,14784902 15709825 15706282 15636660 14717871 15706282 15636660 14849419 15701146 14716574 14728340 14849935 15708848 14785186 15252363 14780832 14847921 14792378 15710881 14844290 14720387 14786237 15697082 14722731 14924977
1469,14924216 14781104 14717848 14791612,15706282 15636660 14847406 14782092 14860193 14782358 15639705 14925756 15704454 14717871 14785186 15710364 15705739 15706282 15636660 15706241 14847916 14781831 14785448 14849419 14791302 14725004 14720387 14854817 14925479
1470,14786237 15697082 14722731 14924977,15710363 14853024 14782848 14854800 15710891 15706282 15636660 14856354 14844592 14782848 14854800 15710891 15706282 15636660 14856354 14844592 14786472 14925703 14789561 14844554 14854542 15705218 14720387 15710888 14924977 15252363 14852798 15697082 15706542 14717874 15696790 14781837 14782848 14854800 15706300 14844093 14785186 14976901 15703738 14713777 14849931 14726844 14720387 15710888 14924977 14858639 14853021 15252363 14924417 15706559 14853021 15710888 14924977 14849935 14782359 14720387 15706282 15636660 14780348 14786472 14925706 15631780 14925455 15696045 14713777 15252363 14849963 15708848 14785186 14858639 14847916 14782122 14976901 14785451 15710888 14924977 15630464 14717871 14844559 15710364 14720387 14721174 14853024 15706536 15639705 15706282 15636660 14849935 14782359 14859154 14783625 15252363 14782087 15710891 14846865 14720387 15706282 15636660 14846598 14847873 15696045 14713777 15252363 14852798 14846120 14924962 15710908 14785209 14850999 14858113 14717874 15696790 14925709 14720387 14782848 14854800 15710891 14781093 14782359 112 102 113 14788539 14859144 14720387 15706282 15636660 14782848 14924977 14976901 15710888 14924977 14717579 15637157 14723463 14791558 14727561 15704197 15252363 14924472 14717871 14782910 14791826 14723463 14846610 15252363 15706282 15636660 14846120 15632270 15640254 14853021 15252381 15710891 14781093 14720387 15706282 15636660 14721162 14726844 14853021 43 14785422 14786217 15632285 15706266 14976902 14851228 14856346 15706266 14976902 14859960 14925723 15706266 14723726 14853021 14721162 14782910 15708039 14846120 15632270 15252380 14785422 14717872 14853303 14976902 14852788 14853303 14976902 14724258 14853303 14976902 14859955 15710908 14925245 14976902 15637141 14859955 14925245 14976902 15697798 14859955 14925245 14844071 14721162 14925706 14849931 14720387 15706282 15636660 15252380 14846120 14924962 14849935 14782359 15699126 15706282 14976901 15706282 15632280 14846120 14924962 14924988 14779272 15710084 14783155 15252363 15710891 14781093 15632280 14859681 14858412 15252363 15710612 14844578 14782848 14785451 14849929 15252363 14846125 15637383 15710908 14714302 15645607 14788480 14858166 14846120 14924962 15710908 14785209 15710891 14781093 14976901 14785451 15710888 14924977 14717871 15632275 14859960 14791836 15252363 14848641 14851005 14784409 14923908 15635335 14854564 14924711 14791612 14847407 14717871 14858640 14719623 15252363 14846610 14924426 14784409 14783416 14723729 14854564 14924711 14717871 14858640 14719623 15252363 14784141 14714302 14858120 15709102 15705744 14853043 15635335 14848937 14717871 14858640 14719623 15252363 14854817 14925479 14786217 15632285 15706266 14717871 14858640 14719623 15252363 14854817 14925479 14782910 15708039 14925464 14717871 14858640 14719623 15252363 14717853 15696052 14854817 14925479 15699126 15706282 15631546 14717871 14858640 14719623 41 41 41 41 41 41
1471,14844093 15705739 14854331 15699885,15637680 14925245 14851257 14716544 54 55 55 55 55 44 14788744 14853038 14785715 14782903 14925716 14791855 14925193 14784409 14723990 14851257 14716544 14720387 14783409 15637633 43 14847388 14925198 14845597 14785415 14852794 14720387 14784409 14723990 14859962 15645855 14726844 15710888 14924977 38 54 41 14847920 14782903 14847384 15697082 61 14846120 14924962 15698352 14846097 14785415 15710358 14785415 14784409 14723990 14785415 15637680 14925245 14720387 14851257 14716544 43 14788744 14853038 14785715 14782903 38 53 41 14851257 14782848 14728340 14849935 61 14788744 14859175 14851257 14716544 15630986 14785422 14782848 14854800 15704228 15706291 43 14792839 14791612 14924455 14720387 14859962 15645855 14728321 15697049 14976901 14846120 14924962 15637911 15700104 14849419 14786489 14721981 14782848 14854800 15704228 15706291 38 52 41 14783409 15700104 14847384 15697082 61 14858113 14779823 14848411 14789541 14720387 14851257 14716544 14783409 15700104 15708848 14785186 43 14720697 14719884 14925706 14846347 38
1472,15630486 15702410 14718849 15709093,80 98 110 94 110 105 14924711 14855573 14785469 14851759 14925245
1473,14924216 14781104 14717848 14791612,14716590 14791302 83 83 14789284 14859144 14716559 14716590 14791302 15705739 14925725 14720387 14720191 14844596 15710888 14924977
1474,14786237 15697082 14722731 14924977,99 98 113 55 48 14785462 15637639 15706551 15710366 14786472 14925703 15631535 14924962 14858900 14924964 14782910 14859144 14728362 14844318 14976909 15704760 14794687 14976908 14720387 14715267 14859964 14783106 14925196 14976901 15631237 15704760 14857910 14846909 14858120 14850185 14853009 14925703 14925741 14781625 15698581 14858134 14859955 14786452 14853038 15705739 43 14924937 14858120 15711660 14844592 14859141 15697082 43 14717878 14785415 14847898 14720387 15042459 14722995 14713989 14715276 15042458 43 15632279 14794647 15710891 14846111 14925757 14853024 14854817 14717848 14976902 15645846 14860201 14853043 14854807 14976902 14715310 14714540 14720387 14852497 14780333 43 14924444 14854544 14720387 14781859 14791826 15042465 15042465 14925703 14789282 14789282 15708855 14785186 43 14925245 15634611 14924958 14717579 14924988 15642295 15641996 43 14852497 15641235 14924444 15638151 14846644 15708328 14925245 43 15706268 14924958 14782894 14852497 43 14846596 14851225 14720697 14781855 43 14785415 14728335 14724248 14782359 14925757 14924444 14858125 38 14785451 14859667 14717871 14860223 14717871 14847384 15697082 15252381 39 54 41 14724263 15699333 15708340 15710891 15252363 14714302 14844092 14724263 15699333 14849930 14846120 14924988 14779272 14847872 14781093 15696052 15637896 15632270 14724263 15699333 15252380 39 39 53 41 14846120 14924962 15706553 14727849 14854800 14924436 14976902 14854800 14846128 14976902 15705739 15708314 14976902 14786472 14849953 14785422 14727356 15640242 14847407 14717884 14723726 14847384 15697082 15252358 52 41 14846120 14790844 14847399 15696045 14854557 14925454 14925473 14723769 15252363 14783409 15700104 14848411 14789541 14720387 14724263 15699333 14789042 15701946 15252380 39 51 41 14844591 14857864 15638402 15706300 14847384 15697082 39 50 41 14846120 15696045 14854557 14925454 15638402 15706300 14717579 15637157 14925756 15639967 39 49 41 14846120 15710084 15699333 14719884 14925473 14782641 14720387 14857864 14859922 14925225 14859681 39 48 41 15696045 14847407 15706551 14858369 15638402 15706300 15710364 14859681 15252363 14782910 14924216 14925708 14789542 15704197 14719884 39 63 41 14853019 15634611 14790566 14859144 15252367 15706542 14853019 14786205 15638402 15706300 14785715 14847399 15710908 14785209 15252366 39 62 41 14781602 14785422 14925696 14785451 14850991 14728632 14925473 14859668 15252363 14846093 14782641 14785715 14782903 14785415 14782903 14976902 14785415 14714026 14844290 14854590 54 55 41 14850991 14728632 14925473 14859668 14846120 14924962 14784411 14726053 15252358 39 54 54 41 14850991 14728632 14925473 14859668 14846120 14924962 15632270 14781614 14786472 14849953 14925708 15710906 14851257 14925473 14858118 15637157 15252363 14925757 14781326 14791302 15630472 15706534 15709118 14720387 14717871 14782384 14925716 15634607 15706553 15706534 15252358 54 53 41 14850991 14728632 14925473 14859668 14847399 14844578 15706243 15706557 14976902 14782100 14847873 14847384 15697082 15252363 14846120 14924962 14847873 14925228 14847927 14785715 14853021 14859956 14846135 15252358 39 54 53 41 14850991 14728632 14925473 14859668 14781326 14713504 14851257 14925473 14714026 14859681 14786237 15697082 14780821 14859656 15252358 14785715 14853021 14847384 15697082 14925706 15697082 14858170 15710391 15252363 14723726 14858626 14779823 14720387 14846102 14780831 15042465 15042465
1475,14783134 15697333 14854817 14925479,15706282 15636660 14727356 15706262 88 70 105 99 117 104 110 99 14854553 14715319 14849931 14853303 14924711 15706262 14783119 14784923
1476,14924216 14781104 14717848 14791612,14858636 14924723 14858636 14860175 14858636 14924723 14858636 14860175 14724264 14786472 14925703 14789561 14925757 14858636 14860175 15630472 15711660 14854557 14847921 14720387 14859667 14717871 15252363 14717878 14790838 14850996 14791826 14853038 14721174 14781831 14785422 15638167 14844587 14846143 14780847 14844093 14720387 14844591 14851258 15638929 14789561 14854334 14858636 14860175 14844591 14844554 15709118 14720387 14782639 14850991 14925757 14854565 14782384 14849419 14858636 14860175 14780567 14924188 15632285 15710336 14721212 14847407 14925205 15697555 14727830 14854553 14715319 14925725 14847398 14925216 14717848 14849419 14925219 14791302 14720387 14791826 14858636 14785418 14847398 14859956 14846135 15252380
1477,14856354 14844592,15706282 15636660 14782903 14791308 15706258 53 14925756 15704454 14717871 14925193 15706282 15636660 15706241 14847916 14849419 15706282 15636660 14791308 15706258
